timestamp,latitude,longitude,direction,speed_horizontal,speed_vertical,altitude,height
0.0,34.05220560174465,-118.24370061678508,354.78757504995133,1.25,2.5,72.25,1.25
0.5,34.05221680523397,-118.24370185035522,354.78757504995133,2.5,2.5,73.5,2.5
1.0,34.052233610467944,-118.24370370071043,354.78757504995133,3.75,2.5,74.75,3.75
1.5,34.052256017446574,-118.24370616785072,354.78757504995133,5.0,2.5,76.0,5.0
2.0,34.0522784244252,-118.243708634991,354.78757504995133,5.0,2.5,77.25,6.25
2.5,34.05230083140383,-118.24371110213129,354.78757504995133,5.0,2.5,78.5,7.5
3.0,34.052323238382456,-118.24371356927156,354.78757504995133,5.0,2.5,79.75,8.75
3.5,34.052345645361086,-118.24371603641185,354.78757504995133,5.0,2.5,81.0,10.0
4.0,34.052368052339716,-118.24371850355213,354.78757504995133,5.0,2.5,82.25,11.25
4.5,34.05239045931834,-118.24372097069242,354.78757504995133,5.0,2.5,83.5,12.5
5.0,34.05241286629697,-118.2437234378327,354.78757504995133,5.0,2.5,84.75,13.75
5.5,34.0524352732756,-118.24372590497299,354.78757504995133,5.0,2.5,86.0,15.0
6.0,34.05245768025423,-118.24372837211327,354.78757504995133,5.0,2.5,87.25,16.25
6.5,34.05248008723286,-118.24373083925356,354.78757504995133,5.0,0.12616440920283623,87.31308220460141,16.313082204601418
7.0,34.05250249421148,-118.24373330639384,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
7.5,34.05252490119011,-118.24373577353413,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
8.0,34.05254730816874,-118.2437382406744,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
8.5,34.05256971514737,-118.2437407078147,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
9.0,34.052592122126,-118.24374317495497,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
9.5,34.05261452910462,-118.24374564209526,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
10.0,34.05263693608325,-118.24374810923554,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
10.5,34.05265934306188,-118.24375057637583,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
11.0,34.05268175004051,-118.24375304351611,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
11.5,34.05270415701914,-118.2437555106564,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
12.0,34.052726563997766,-118.24375797779668,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
12.5,34.052748970976396,-118.24376044493697,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
13.0,34.052771377955025,-118.24376291207724,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
13.5,34.052793784933655,-118.24376537921754,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
14.0,34.052816191912285,-118.24376784635781,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
14.5,34.05283859889091,-118.2437703134981,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
15.0,34.05286100586954,-118.24377278063838,354.78757504995133,5.0,0.0,87.31308220460141,16.313082204601418
