timestamp,latitude,longitude,direction,speed_horizontal,speed_vertical,altitude,height
0.0,34.05319000099,-118.2437,90.0,7.0,-0.4971076726984477,86.0,15.0
0.5,34.05318955552297,-118.2436641586245,91.71887338539247,7.0,0.20045206126830106,86.05999775002532,15.059997750025312
1.0,34.05318821952275,-118.24362834950381,93.43774677078494,7.0,-0.33982798917322543,86.11998200080998,15.119982000809983
1.5,34.05318599419167,-118.24359260486372,95.15662015617741,7.0,-0.2706552625083609,86.17993925615065,15.179939256150641
2.0,34.05318288153238,-118.24355695687203,96.87549354156988,7.0,-0.41941585724989305,86.23985602591777,15.239856025917778
2.5,34.05317888434604,-118.24352143760947,98.59436692696235,7.0,0.26228920054933136,86.29971882909096,15.299718829090969
3.0,34.05317400622987,-118.24348607904103,100.31324031235482,7.0,-0.3164908404280674,86.35951419679205,15.359514196792045
3.5,34.05316825157383,-118.243450912987,102.03211369774729,7.0,-0.050689930081875056,86.41922867531554,15.41922867531553
4.0,34.053161625556726,-118.24341597109448,103.75098708313976,7.0,0.11652265768437153,86.47884882915568,15.478848829155677
4.5,34.053154134141536,-118.2433812848088,105.46986046853223,7.0,-0.02239273116898588,86.53836124402939,15.538361244029392
5.0,34.05314578407002,-118.24334688534528,107.1887338539247,7.0,0.036756784641599705,86.5977525298944,15.597752529894397
5.5,34.05313658285667,-118.24331280366111,108.90760723931717,7.0,0.11365281872522426,86.65700932396193,15.657009323961924
6.0,34.05312653878198,-118.24327907042752,110.62648062470964,7.0,0.4995359068336006,86.71611829370329,15.716118293703296
6.5,34.05311566088492,-118.24324571600212,112.34535401010211,7.0,-0.48488846436631117,86.77506613984968,15.775066139849688
7.0,34.053103958954864,-118.24321277040167,114.06422739549458,7.0,-0.04651694850636712,86.83383959938439,15.833839599384397
7.5,34.053091443522774,-118.24318026327497,115.78310078088704,7.0,-0.08569459275328706,86.89242544852698,15.892425448526982
8.0,34.05307812585168,-118.24314822387622,117.50197416627951,7.0,0.21937261380754147,86.95081050570855,15.950810505708539
8.5,34.05306401792659,-118.24311668103876,119.22084755167198,7.0,-0.1098693434052267,87.00898163453752,16.008981634537513
9.0,34.05304913244368,-118.24308566314899,120.93972093706446,7.0,0.33155340245082354,87.06692574675532,16.066925746755324
9.5,34.053033482798895,-118.24305519812091,122.65859432245692,7.0,0.4245843333755619,87.12462980518117,16.124629805181176
10.0,34.053017083075844,-118.24302531337099,124.37746770784939,7.0,0.13270910363226285,87.18208082664536,16.182080826645358
10.5,34.052999948033175,-118.24299603579352,126.09634109324186,7.0,0.40959571188545174,87.23926588491041,16.239265884910413
11.0,34.05298209309127,-118.2429673917363,127.81521447863433,7.0,-0.29444741387311946,87.29617211357947,16.296172113579473
11.5,34.05296353431838,-118.24293940697709,129.5340878640268,7.0,-0.32942356120934324,87.35278670899116,16.352786708991164
12.0,34.052944288416136,-118.24291210670025,131.2529612494193,7.0,0.3288245512982705,87.40909693310036,16.40909693310036
12.5,34.05292437270456,-118.24288551547419,132.97183463481173,7.0,-0.4711428555402173,87.46509011634419,16.46509011634419
13.0,34.05290380510644,-118.24285965722923,134.69070802020423,7.0,0.4141087867591725,87.52075366049264,16.520753660492645
13.5,34.05288260413123,-118.24283455523604,136.40958140559667,7.0,-0.33250910040266846,87.57607504148312,16.576075041483122
14.0,34.05286078885837,-118.24281023208474,138.12845479098917,7.0,0.17392023988462835,87.63104181223828,16.63104181223828
14.5,34.05283837892014,-118.24278670966449,139.8473281763816,7.0,0.2742589365704583,87.6856416054666,16.685641605466593
15.0,34.05281539448398,-118.2427640091439,141.56620156177408,7.0,0.21274784274582104,87.73986213644491,16.73986213644492
15.5,34.05279185623432,-118.24274215095191,143.28507494716655,7.0,0.40154980502941184,87.79369120578254,16.793691205782537
16.0,34.05276778535399,-118.2427211547594,145.00394833255902,7.0,-0.38122429854027906,87.84711670216593,16.84711670216593
16.5,34.05274320350518,-118.24270103946154,146.7228217179515,7.0,-0.3055901060161177,87.9001266050838,16.900126605083802
17.0,34.05271813280987,-118.24268182316074,148.44169510334396,7.0,-0.13717251542790743,87.95270898753162,16.95270898753163
17.5,34.05269259583001,-118.24266352315037,150.16056848873643,7.0,-0.1364743979335934,88.00485201869519,17.004852018695193
18.0,34.052666615547146,-118.2426461558992,151.87944187412893,7.0,-0.07825352577755573,88.05654396661245,17.056543966612452
18.5,34.05264021534179,-118.2426297370366,153.59831525952137,7.0,-0.22033070374177777,88.1077732008132,17.107773200813206
19.0,34.052613418972335,-118.2426142813384,155.31718864491384,7.0,0.164079812103054,88.15852819493588,17.158528194935876
19.5,34.052586250553716,-118.24259980271374,157.0360620303063,7.0,0.2480886428608332,88.20879752932092,17.20879752932091
20.0,34.052558734535666,-118.24258631419237,158.75493541569878,7.0,0.23850784374291478,88.25856989358014,17.25856989358014
20.5,34.052530895680746,-118.24257382791305,160.47380880109125,7.0,-0.07131884894943541,88.30783408914158,17.307834089141586
21.0,34.05250275904205,-118.24256235511258,162.19268218648372,7.0,0.4957548095423734,88.35657903176909,17.35657903176908
21.5,34.05247434994065,-118.24255190611575,163.9115555718762,7.0,-0.455205762010629,88.40479375405616,17.404793754056165
22.0,34.05244569394283,-118.2425424903259,165.63042895726866,7.0,-0.018014928984863565,88.45246740789374,17.452467407893735
22.5,34.05241681683704,-118.24253411621663,167.34930234266113,7.0,0.014939257862028543,88.4995892669108,17.4995892669108
23.0,34.052387744610726,-118.24252679132408,169.0681757280536,7.0,0.27271541776527664,88.54614872888787,17.54614872888787
23.5,34.052358503426944,-118.24252052224014,170.78704911344607,7.0,0.3548482990619741,88.59213531814243,17.59213531814243
24.0,34.05232911960077,-118.24251531460658,172.50592249883854,7.0,-0.037913515377793194,88.6375386878859,17.637538687885893
24.5,34.05229961957567,-118.2425111731099,174.224795884231,7.0,0.4381405092398124,88.68234862255161,17.682348622551615
25.0,34.05227002989968,-118.24250810147718,175.94366926962348,7.0,-0.05094312766460596,88.72655504009333,17.726555040093338
25.5,34.05224037720151,-118.24250610247269,177.66254265501595,7.0,-0.017573717333616234,88.7701479942536,17.770147994253605
26.0,34.052210688166575,-118.24250517789538,179.38141604040842,7.0,0.055924942211536766,88.81311767680164,17.81311767680164
26.5,34.05218098951302,-118.24250532857731,181.1002894258009,7.0,-0.12080076923345962,88.85545441974014,17.85545441974015
27.0,34.05215130796761,-118.2425065543829,182.81916281119334,7.0,0.46456463269380466,88.89714869748057,17.89714869748057
27.5,34.05212167024175,-118.24250885420898,184.53803619658584,7.0,-0.1188794341785675,88.93819112898632,17.938191128986315
28.0,34.05209210300738,-118.24251222598586,186.2569095819783,7.0,0.4787156087323913,88.97857247988344,17.978572479883436
28.5,34.05206263287303,-118.24251666667921,187.97578296737078,7.0,0.3739630770551601,89.01828366453834,18.018283664538345
29.0,34.052033286359816,-118.24252217229265,189.69465635276325,7.0,0.3036758944694955,89.05731574810201,18.05731574810202
29.5,34.05200408987763,-118.24252873787154,191.41352973815572,7.0,-0.30923347567495874,89.09565994852034,18.09565994852033
30.0,34.05197506970132,-118.24253635750728,193.13240312354816,7.0,0.47760449681193895,89.13330763850993,18.133307638509933
30.5,34.05194625194711,-118.24254502434272,194.85127650894066,7.0,-0.07560668082599631,89.17025034749942,18.17025034749942
31.0,34.05191766254901,-118.24255473057829,196.5701498943331,7.0,-0.09863650585751138,89.2064797635351,18.206479763535107
31.5,34.051889327235564,-118.24256546747904,198.2890232797256,7.0,0.23293499130634365,89.24198773515124,18.241987735151238
32.0,34.05186127150663,-118.24257722538249,200.00789666511804,7.0,0.40774151543697457,89.27676627320399,18.276766273203993
32.5,34.05183352061048,-118.2425899937073,201.72677005051054,7.0,0.06023724433948319,89.31080755266903,18.31080755266903
33.0,34.051806099521045,-118.24260376096285,203.44564343590298,7.0,0.4164410894607379,89.34410391440208,18.344103914402083
33.5,34.051779032915455,-118.24261851475954,205.16451682129545,7.0,0.04331472677520709,89.37664786686223,18.376647866862225
34.0,34.051752345151826,-118.24263424181996,206.88339020668792,7.0,-0.11975772651340899,89.40843208779745,18.40843208779745
