timestamp,latitude,longitude,direction,speed_horizontal,speed_vertical,altitude,height
0.0,28.613905594191255,77.20899933022507,354.0,1.25,2.5,217.25,1.25
0.5,28.61391659836277,77.2089966658017,348.0,2.5,2.5,218.5,2.5
1.0,28.61393264745753,77.2089907256444,342.0,3.75,2.5,219.75,3.75
1.5,28.613953202250883,77.20898030084712,336.0,5.0,2.5,221.0,5.0
2.0,28.613972687841954,77.20896748567857,330.0,5.0,2.5,222.25,6.25
2.5,28.613990890742528,77.20895242054439,324.0,5.0,2.5,223.5,7.5
3.0,28.614007611517824,77.20893527050139,318.0,5.0,2.5,224.75,8.75
3.5,28.614022666971522,77.20891622344898,312.0,5.0,2.5,226.0,10.0
4.0,28.614035892152923,77.2088954880707,306.0,5.0,2.5,227.25,11.25
4.5,28.614047142164175,77.20887329154765,300.0,5.0,2.5,228.5,12.5
5.0,28.614056293747794,77.2088498770696,294.0,5.0,2.5,229.75,13.75
5.5,28.61406324663712,77.20882550117047,288.0,5.0,2.5,231.0,15.0
6.0,28.614067924654844,77.20880043091772,282.0,5.0,2.5,232.25,16.25
6.5,28.61407027654762,77.20877494098627,276.0,5.0,2.5,233.5,17.5
7.0,28.614070520763118,77.20874931215896,270.6219012553826,5.0,0.5830132847333331,233.79150664236667,17.791506642366667
7.5,28.61407076497862,77.20872368333164,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
8.0,28.61407100919412,77.20869805450432,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
8.5,28.61407125340962,77.208672425677,270.6219012553827,5.0,0.0,233.79150664236667,17.791506642366667
9.0,28.614071497625122,77.20864679684968,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
9.5,28.614071741840622,77.20862116802236,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
10.0,28.61407198605612,77.20859553919504,270.6219012553827,5.0,0.0,233.79150664236667,17.791506642366667
10.5,28.614072230271624,77.20856991036773,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
11.0,28.614072474487124,77.20854428154041,270.6219012553827,5.0,0.0,233.79150664236667,17.791506642366667
11.5,28.614072718702626,77.20851865271308,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
12.0,28.614072962918126,77.20849302388577,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
12.5,28.614073207133625,77.20846739505845,270.6219012553827,5.0,0.0,233.79150664236667,17.791506642366667
13.0,28.614073451349128,77.20844176623113,270.6219012553826,5.0,0.0,233.79150664236667,17.791506642366667
13.5,28.614073681028174,77.20841766291007,270.6219012553826,4.70238469549614,0.0,233.79150664236667,17.791506642366667
14.0,28.61407388199734,77.20839657250413,270.6219012553827,4.114586608559122,0.0,233.79150664236667,17.791506642366667
14.5,28.61407405784536,77.20837811839894,270.6219012553826,3.6002632824892324,0.0,233.79150664236667,17.791506642366667
15.0,28.614074211712378,77.20836197105689,270.6219012553827,3.150230372178078,0.0,233.79150664236667,17.791506642366667
15.5,28.61407649510799,77.20833956565504,276.6219012553827,4.400230372178078,-2.5,232.54150664236667,16.541506642366667
16.0,28.614081411728954,77.20831455471844,282.6219012553827,5.0,-1.1213655503726088,231.98082386718036,15.980823867180362
16.5,28.614088596471454,77.20829026622127,288.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
17.0,28.614097970617948,77.20826696627336,294.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
17.5,28.614109431463326,77.20824491015381,300.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
18.0,28.61412285344017,77.2082243395141,306.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
18.5,28.61413808949449,77.20820547973047,312.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
19.0,28.614154972696884,77.20818853743462,318.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
19.5,28.61417331807146,77.20817369824992,324.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
20.0,28.614192924622454,77.20816112475758,330.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
20.5,28.61421357753639,77.2081509547154,336.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
21.0,28.614235050535616,77.2081432995485,342.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
21.5,28.614257108357464,77.20813824312849,348.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
22.0,28.61427950933182,77.20813584085455,354.6219012553827,5.0,0.0,231.98082386718036,15.980823867180362
22.5,28.614302008028922,77.20813611904653,0.6219012553826815,5.0,0.0,231.98082386718036,15.980823867180362
23.0,28.614324489418095,77.20813716192352,2.3319611450766615,5.0,0.0,231.98082386718036,15.980823867180362
23.5,28.614346970807272,77.20813820480052,2.3319611450766615,5.0,0.0,231.98082386718036,15.980823867180362
24.0,28.614369452196446,77.20813924767751,2.3319611450766615,5.0,0.0,231.98082386718036,15.980823867180362
24.5,28.614391933585622,77.2081402905545,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
25.0,28.614414414974796,77.2081413334315,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
25.5,28.614436896363973,77.20814237630849,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
26.0,28.614459377753146,77.20814341918548,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
26.5,28.614481859142323,77.20814446206246,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
27.0,28.614504340531496,77.20814550493947,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
27.5,28.61452682192067,77.20814654781645,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
28.0,28.614549303309847,77.20814759069344,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
28.5,28.61457178469902,77.20814863357045,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
29.0,28.614594266088197,77.20814967644743,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
29.5,28.61461674747737,77.20815071932442,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
30.0,28.614639228866547,77.20815176220141,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
30.5,28.61466171025572,77.20815280507841,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
31.0,28.614684191644898,77.2081538479554,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
31.5,28.61470667303407,77.20815489083239,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
32.0,28.614729154423248,77.20815593370938,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
32.5,28.61475163581242,77.20815697658638,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
33.0,28.614774117201595,77.20815801946337,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
33.5,28.61479659859077,77.20815906234036,2.3319611450767184,5.0,0.0,231.98082386718036,15.980823867180362
34.0,28.614819079979945,77.20816010521736,2.33196114507669,5.0,0.0,231.98082386718036,15.980823867180362
34.5,28.614840579823067,77.20816110256195,2.3319611450767184,4.781698086639191,0.0,231.98082386718036,15.980823867180362
35.0,28.6148593921858,77.20816197523845,2.3319611450767184,4.183985825809293,0.0,231.98082386718036,15.980823867180362
35.5,28.614875853003188,77.2081627388304,2.3319611450767184,3.6609875975831314,0.0,231.98082386718036,15.980823867180362
36.0,28.614890256218402,77.20816340697336,2.331961145076775,3.203364147885241,0.0,231.98082386718036,15.980823867180362
36.5,28.61491025532406,77.20816194652191,356.3319611450768,4.453364147885241,-2.5,230.73082386718036,14.730823867180362
37.0,28.614932435785573,77.20815764217589,350.3319611450768,5.0,-1.9993785337856522,229.73113460028753,13.731134600287536
37.5,28.614954099764496,77.20815072036021,344.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
38.0,28.61497500990575,77.20814125691173,338.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
38.5,28.61499493711344,77.20812935551399,332.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
39.0,28.615013663060914,77.20811514656117,326.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
39.5,28.615030982582777,77.20809878572956,320.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
40.0,28.615046705922715,77.20808045227183,314.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
40.5,28.61506066081253,77.20806034705319,308.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
41.0,28.615072694359533,77.20803869035062,302.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
41.5,28.615082674721656,77.20801571943949,296.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
42.0,28.615090492551968,77.2079916859939,290.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
42.5,28.615096062196685,77.20796685332932,284.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
43.0,28.61509932263361,77.20794149351762,278.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
43.5,28.61510023814072,77.20791588440619,272.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
44.0,28.61509879868752,77.20789030657383,266.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
44.5,28.615095020044965,77.2078650402566,260.3319611450768,5.0,0.0,229.73113460028753,13.731134600287536
45.0,28.61508894361265,77.2078403622776,254.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
45.5,28.61508063596525,77.20781654301389,248.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
46.0,28.615070188123074,77.20779384343433,242.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
46.5,28.615057714554872,77.20777251224025,236.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
47.0,28.61504335192367,77.2077527831407,230.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
47.5,28.615027257589464,77.20773487229181,224.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
48.0,28.61500960788514,77.20771897592857,218.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
48.5,28.614990596184555,77.2077052682149,212.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
49.0,28.61497043078388,77.20769389933534,206.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
49.5,28.614949332619464,77.20768499384974,200.33196114507678,5.0,0.0,229.73113460028753,13.731134600287536
50.0,28.614927829255798,77.207677450093,197.1173179156466,5.0,0.0,229.73113460028753,13.731134600287536
50.5,28.614906325892132,77.20766990633626,197.1173179156466,5.0,0.0,229.73113460028753,13.731134600287536
51.0,28.61488482252847,77.20766236257953,197.1173179156466,5.0,0.0,229.73113460028753,13.731134600287536
51.5,28.614863319164805,77.20765481882279,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
52.0,28.61484181580114,77.20764727506605,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
52.5,28.614820312437473,77.20763973130931,197.11731791564654,5.0,0.0,229.73113460028753,13.731134600287536
53.0,28.614798809073807,77.20763218755258,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
53.5,28.61477730571014,77.20762464379584,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
54.0,28.614755802346476,77.2076171000391,197.11731791564654,5.0,0.0,229.73113460028753,13.731134600287536
54.5,28.61473429898281,77.20760955628236,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
55.0,28.61471279561915,77.20760201252563,197.11731791564654,5.0,0.0,229.73113460028753,13.731134600287536
55.5,28.614691292255483,77.20759446876889,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
56.0,28.614669788891817,77.20758692501215,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
56.5,28.61464828552815,77.20757938125541,197.11731791564654,5.0,0.0,229.73113460028753,13.731134600287536
57.0,28.614626782164486,77.20757183749868,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
57.5,28.61460527880082,77.20756429374194,197.11731791564654,5.0,0.0,229.73113460028753,13.731134600287536
58.0,28.614583775437154,77.2075567499852,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
58.5,28.61456227207349,77.20754920622846,197.11731791564657,5.0,0.0,229.73113460028753,13.731134600287536
59.0,28.614540768709823,77.20754166247171,197.1173179156465,5.0,0.0,229.73113460028753,13.731134600287536
59.5,28.61451997858646,77.20753436893217,197.11731791564657,4.834156108632462,0.0,229.73113460028753,13.731134600287536
60.0,28.614501787228516,77.20752798708507,197.11731791564654,4.2298865950534035,0.0,229.73113460028753,13.731134600287536
60.5,28.614485869790318,77.20752240296886,197.11731791564657,3.7011507706717293,0.0,229.73113460028753,13.731134600287536
61.0,28.61447194203189,77.20751751686717,197.11731791564654,3.2385069243377615,0.0,229.73113460028753,13.731134600287536
61.5,28.614453365596173,77.20750848342574,203.11731791564654,4.488506924337761,2.5,230.98113460028753,14.981134600287536
62.0,28.61443370900983,77.20749601171755,209.11731791564654,5.0,2.5,232.23113460028753,16.231134600287536
62.5,28.61441530453408,77.20748126780165,215.11731791564654,5.0,2.5,233.48113460028753,17.481134600287536
63.0,28.61439835381221,77.20746441321549,221.11731791564654,5.0,0.6910022156702098,233.82663570812264,17.82663570812264
63.5,28.614383042559872,77.20744563262144,227.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
64.0,28.614369538530354,77.20742513178361,233.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
64.5,28.614357989676627,77.20740313531347,239.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
65.0,28.614348522530353,77.20737988420895,245.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
65.5,28.614341240815566,77.20735563321402,251.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
66.0,28.614336224312257,77.20733064802765,257.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
66.5,28.614333527982282,77.20730520239279,263.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
67.0,28.614333181367204,77.20727957509712,269.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
67.5,28.614335188264604,77.20725404691865,275.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
68.0,28.6143395266865,77.20722889754946,281.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
68.5,28.614346149100225,77.2072044025313,287.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
69.0,28.614354982949237,77.20718083023671,293.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
69.5,28.614365931448035,77.20715843892867,299.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
70.0,28.614378874642572,77.20713747393107,305.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
70.5,28.614393670724503,77.20711816494078,311.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
71.0,28.61441015758486,77.20710072351116,317.11731791564654,5.0,0.0,233.82663570812264,17.82663570812264
71.5,28.614428147133246,77.20708532942012,323.0856909250944,5.0,0.0,233.82663570812264,17.82663570812264
72.0,28.614446136681632,77.2070699353291,323.0856909250944,5.0,0.0,233.82663570812264,17.82663570812264
72.5,28.61446412623002,77.20705454123807,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
73.0,28.614482115778404,77.20703914714703,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
73.5,28.614500105326794,77.207023753056,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
74.0,28.61451809487518,77.20700835896497,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
74.5,28.614536084423566,77.20699296487393,323.0856909250943,5.0,0.0,233.82663570812264,17.82663570812264
75.0,28.614554073971952,77.20697757078291,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
75.5,28.614572063520338,77.20696217669187,323.0856909250943,5.0,0.0,233.82663570812264,17.82663570812264
76.0,28.614590053068728,77.20694678260084,323.0856909250943,5.0,0.0,233.82663570812264,17.82663570812264
76.5,28.614608042617114,77.20693138850982,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
77.0,28.6146260321655,77.20691599441878,323.0856909250943,5.0,0.0,233.82663570812264,17.82663570812264
77.5,28.614644021713886,77.20690060032774,323.08569092509435,5.0,0.0,233.82663570812264,17.82663570812264
78.0,28.614662011262272,77.20688520623672,323.0856909250943,5.0,0.0,233.82663570812264,17.82663570812264
78.5,28.614678020013226,77.20687150716189,323.0856909250943,4.449458821542821,0.0,233.82663570812264,17.82663570812264
79.0,28.614692027670312,77.20685952047141,323.0856909250943,3.893276468849969,0.0,233.82663570812264,17.82663570812264
79.5,28.61470428437026,77.20684903211725,323.08569092509435,3.4066169102437227,0.0,233.82663570812264,17.82663570812264
80.0,28.614719631095166,77.20683277885365,317.08569092509435,4.656616910243723,-2.5,232.57663570812264,16.57663570812264
80.5,28.614734417818127,77.20681346056267,311.08569092509435,5.0,-2.5,231.32663570812264,15.326635708122641
81.0,28.614747350851513,77.20679248742968,305.08569092509435,5.0,-2.5,230.07663570812264,14.076635708122641
81.5,28.614758288498304,77.20677008924075,299.08569092509435,5.0,-2.5,228.82663570812264,12.826635708122641
82.0,28.61476711092335,77.2067465113951,293.08569092509435,5.0,-0.5869085782262928,228.5331814190095,12.533181419009495
82.5,28.614773721466317,77.20672201221655,287.08569092509435,5.0,0.0,228.5331814190095,12.533181419009495
83.0,28.614778047700714,77.20669686012323,281.08569092509435,5.0,0.0,228.5331814190095,12.533181419009495
