timestamp,latitude,longitude,altitude,height,ground_speed,vertical_speed,course
0.0,39.9612655,-106.2165164,2477.4144,0.0,0.0,0.0,0.0
0.1,39.96126555,-106.2165164,2477.4144,0.0,0.0,0.0,0.0
0.1999999999999997,39.96126562,-106.2165164,2477.4144,0.0,0.0,0.0,0.0
0.3000000000000002,39.9612655,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
0.3999999999999999,39.96126555,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
0.5000000000000004,39.96126561,-106.2165162,2477.4144,0.0,0.0,0.0,0.0
0.6000000000000001,39.96126567,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
0.6999999999999997,39.96126602,-106.216516,2477.4144,0.0,0.0,0.0,0.0
0.8000000000000003,39.96126611,-106.216516,2477.4144,0.0,0.0,0.0,0.0
0.8999999999999999,39.96126611,-106.2165162,2477.4144,0.0,0.0,0.0,0.0
1.0000000000000004,39.9612662,-106.2165162,2477.4144,0.0,0.0,0.0,0.0
1.1,39.9612662,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
1.1999999999999995,39.96126628,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
1.3000000000000005,39.96126598,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
1.4,39.96126603,-106.2165163,2477.4144,0.0,0.0,0.0,0.0
1.5000000000000004,39.96126608,-106.2165164,2477.4144,0.0,0.0,0.0,0.0
1.6,39.96126613,-106.2165164,2477.4144,0.0,0.0,0.0,0.0
1.6999999999999995,39.96126602,-106.2165165,2477.4144,0.0,0.0,0.0,0.0
1.8000000000000005,39.96126606,-106.2165165,2477.4144,0.0,0.0,0.0,0.0
1.9,39.96126598,-106.2165165,2477.4144,0.0,0.0,0.0,0.0
2.0000000000000004,39.961266,-106.2165165,2477.4144,0.0,0.0,0.0,0.0
2.1,39.96126579,-106.2165166,2477.4144,0.0,0.0,0.0,0.0
2.2,39.96126579,-106.2165166,2477.4144,0.0,0.491744,0.0,0.0
2.3000000000000003,39.96126546,-106.2165167,2477.4144,0.0,0.0,0.0,0.0
2.4,39.96126542,-106.2165168,2477.4144,0.0,0.491744,0.0,0.0
2.5000000000000004,39.96126562,-106.2165169,2477.4144,0.0,0.0,0.0,0.0
2.6,39.96126561,-106.2165169,2477.4144,0.0,0.0,0.0,0.0
2.7,39.96126568,-106.2165168,2477.4144,0.0,0.0,0.0,0.0
2.8000000000000003,39.96126582,-106.2165167,2477.4144,0.0,0.0,-0.089408,21.80140948635181
2.9,39.96126626,-106.2165166,2477.4144,0.0,0.0,-0.312928,15.945395900922849
3.0000000000000004,39.96126658,-106.2165166,2477.4144,0.09144,0.0,-0.491744,15.945395900922849
3.1,39.96126716,-106.2165164,2477.4144,0.09144,0.0,-0.715264,0.0
3.2,39.96126741,-106.2165164,2477.7192,0.21336,0.0,-0.89408,0.0
3.3000000000000003,39.9612677,-106.2165164,2477.7192,0.3048,0.0,-1.207008,0.0
3.4,39.96126792,-106.2165164,2477.7192,0.39624,0.0,-1.385824,0.0
3.5000000000000004,39.96126789,-106.2165165,2478.0240000000003,0.6096,0.0,-1.609344,0.0
3.6,39.96126804,-106.2165165,2478.3288,0.7924800000000001,0.0,-1.78816,0.0
3.8,39.9612681,-106.2165168,2478.6336,1.18872,0.0,-2.01168,0.0
3.9,39.96126829,-106.2165166,2478.9384,1.40208,0.0,-2.101088,0.0
4.0,39.96126837,-106.2165167,2478.9384,1.58496,0.0,-2.101088,0.0
4.1,39.96126848,-106.2165171,2479.2432000000003,1.79832,0.0,-2.101088,0.0
4.199999999999999,39.96126856,-106.2165172,2479.548,2.01168,0.0,-2.101088,0.0
4.299999999999999,39.96126877,-106.2165171,2479.548,2.19456,0.0,-2.01168,0.0
4.4,39.96126881,-106.2165173,2479.8528,2.4079200000000003,0.0,-1.6987519999999998,0.0
4.5,39.96126885,-106.2165173,2480.1576,2.5908,0.0,-1.385824,0.0
4.6,39.96126886,-106.2165174,2480.1576,2.7127200000000005,0.0,-0.983488,0.0
4.699999999999999,39.96126893,-106.2165176,2480.1576,2.80416,0.0,-0.581152,0.0
4.799999999999999,39.96126894,-106.2165178,2480.1576,2.80416,0.0,-0.312928,0.0
4.9,39.9612693,-106.216518,2480.1576,2.80416,0.67056,0.0,270.0
5.0,39.96126934,-106.2165182,2480.1576,2.80416,0.0,0.0,270.0
5.1,39.96126956,-106.2165184,2480.1576,2.80416,0.491744,0.089408,270.0
5.199999999999999,39.96126963,-106.2165185,2480.1576,2.80416,0.0,0.089408,270.0
5.299999999999999,39.96126938,-106.2165184,2480.1576,2.80416,0.0,0.089408,270.0
5.4,39.96126941,-106.2165185,2480.1576,2.7127200000000005,0.0,0.089408,0.0
5.5,39.96126935,-106.2165185,2480.1576,2.7127200000000005,0.0,0.0,0.0
5.6,39.96126938,-106.2165186,2480.1576,2.7127200000000005,0.0,0.0,0.0
5.699999999999999,39.96126934,-106.2165187,2480.1576,2.7127200000000005,0.0,0.0,0.0
5.799999999999999,39.96126938,-106.2165186,2480.1576,2.7127200000000005,0.0,0.0,0.0
5.9,39.96126937,-106.2165186,2480.1576,2.7127200000000005,0.0,0.0,0.0
6.199999999999999,39.96126944,-106.2165184,2480.1576,2.80416,0.0,-0.089408,90.0
6.299999999999999,39.96126949,-106.2165182,2480.1576,2.80416,0.0,-0.089408,90.0
6.4,39.96126955,-106.2165181,2480.1576,2.80416,0.0,0.0,90.0
6.5,39.96126941,-106.2165176,2480.1576,2.80416,0.0,0.0,0.0
6.6,39.96126947,-106.2165175,2480.1576,2.80416,0.0,0.0,90.0
6.699999999999999,39.96126935,-106.2165173,2480.1576,2.80416,0.0,0.0,90.0
6.799999999999999,39.96126941,-106.2165171,2480.1576,2.80416,0.0,0.0,90.0
6.9,39.9612697,-106.2165171,2480.1576,2.80416,0.0,0.0,90.0
7.0,39.96126975,-106.2165169,2480.1576,2.80416,0.0,0.0,90.0
7.1,39.96127003,-106.2165171,2480.1576,2.80416,0.0,0.0,0.0
7.199999999999999,39.96127007,-106.2165171,2480.1576,2.80416,0.0,0.0,0.0
7.299999999999999,39.9612703,-106.2165173,2480.1576,2.80416,0.0,0.0,0.0
7.4,39.96127036,-106.2165174,2480.1576,2.80416,0.0,0.0,0.0
7.5,39.96127049,-106.216518,2480.1576,2.80416,0.491744,0.0,0.0
7.6,39.96127055,-106.2165181,2480.1576,2.80416,0.491744,0.0,0.0
7.699999999999999,39.96127087,-106.2165184,2480.1576,2.80416,0.0,0.0,0.0
7.799999999999999,39.96127094,-106.2165185,2480.1576,2.80416,0.0,0.0,0.0
7.9,39.96127108,-106.2165187,2480.1576,2.80416,0.0,0.0,0.0
8.0,39.96127112,-106.2165188,2480.1576,2.80416,0.0,0.0,0.0
8.1,39.96127118,-106.2165189,2480.1576,2.80416,0.0,0.0,0.0
8.2,39.96127122,-106.2165191,2480.1576,2.80416,0.0,0.0,0.0
8.299999999999999,39.96127134,-106.2165192,2480.1576,2.80416,0.0,0.0,0.0
8.4,39.96127139,-106.2165193,2480.1576,2.80416,0.491744,0.0,0.0
8.5,39.9612716,-106.2165196,2480.1576,2.80416,0.0,0.0,0.0
8.6,39.96127166,-106.2165197,2480.1576,2.80416,0.491744,0.0,0.0
8.7,39.96127169,-106.2165199,2480.1576,2.80416,0.0,0.0,0.0
8.799999999999999,39.96127175,-106.21652,2480.1576,2.80416,0.0,0.0,0.0
9.0,39.9612717,-106.2165201,2480.1576,2.80416,0.0,0.0,0.0
9.1,39.9612718,-106.21652,2480.1576,2.80416,0.0,0.0,0.0
9.2,39.96127186,-106.2165201,2480.1576,2.80416,0.0,0.0,0.0
9.3,39.96127178,-106.21652,2480.1576,2.80416,0.0,0.0,0.0
