timestamp,latitude,longitude,altitude,height,ground_speed,vertical_speed,course
0.0,39.96116432,-106.21647389,2477.4144,0.0,0.0,0.0,0.0
0.1,39.96116432,-106.21647393,2477.4144,0.0,0.0,0.0,0.0
0.2,39.96116433,-106.21647396,2477.4144,0.0,0.0,0.0,0.0
0.3,39.96116432,-106.21647398,2477.4144,0.0,0.0,0.0,0.0
0.3999999999999999,39.96116423,-106.2164739,2477.4144,0.0,0.0,0.0,0.0
0.5,39.96116418,-106.21647392,2477.4144,0.0,0.0,0.0,0.0
0.6000000000000001,39.96116413,-106.21647393,2477.4144,0.0,0.0,0.0,0.0
0.7,39.96116411,-106.21647394,2477.4144,0.0,0.0,0.0,0.0
0.8,39.9611641,-106.21647396,2477.4144,0.0,0.0,0.0,0.0
0.8999999999999999,39.96116414,-106.216474,2477.4144,0.0,0.491744,0.0,0.0
1.0,39.96116415,-106.21647404,2477.4144,0.0,0.0,0.0,0.0
1.1,39.96116416,-106.21647405,2477.4144,0.0,0.0,0.0,0.0
1.2,39.96116415,-106.21647406,2477.4144,0.0,0.0,0.0,0.0
1.3,39.96116406,-106.21647397,2477.4144,0.0,0.0,0.0,0.0
1.4,39.96116401,-106.21647397,2477.4144,0.0,0.0,0.0,0.0
1.5,39.96116398,-106.21647398,2477.4144,0.0,0.0,0.0,0.0
1.6,39.96116393,-106.21647398,2477.4144,0.0,0.0,0.0,0.0
1.7,39.96116382,-106.21647392,2477.4144,0.0,0.0,0.0,0.0
1.8,39.96116376,-106.21647392,2477.4144,0.0,0.0,0.0,0.0
1.9,39.96116372,-106.21647392,2477.4144,0.0,0.0,0.0,0.0
2.0,39.96116368,-106.21647393,2477.4144,0.0,0.0,0.0,0.0
2.1,39.96116379,-106.21647401,2477.4144,0.0,0.0,0.0,0.0
2.2,39.96116379,-106.21647405,2477.4144,0.0,0.0,0.0,0.0
2.3000000000000003,39.96116381,-106.21647406,2477.4144,0.0,0.0,0.0,0.0
2.4000000000000004,39.96116384,-106.21647406,2477.4144,0.0,0.0,0.0,0.0
2.5,39.96116387,-106.21647405,2477.4144,0.0,0.0,0.0,0.0
2.6,39.96116402,-106.21647402,2477.4144,0.0,0.0,0.0,0.0
2.7,39.96116405,-106.21647408,2477.4144,0.0,0.0,0.0,0.0
2.8000000000000003,39.9611641,-106.21647413,2477.4144,0.0,0.0,0.0,0.0
2.9000000000000004,39.96116417,-106.21647415,2477.4144,0.0,0.0,0.0,0.0
3.0,39.96116433,-106.21647422,2477.4144,0.0,0.0,0.0,0.0
3.1,39.96116435,-106.21647424,2477.4144,0.0,0.0,0.0,0.0
3.2,39.96116436,-106.21647427,2477.4144,0.0,0.0,0.0,0.0
3.3000000000000003,39.96116436,-106.21647434,2477.4144,0.0,0.0,0.0,0.0
3.4000000000000004,39.96116434,-106.21647439,2477.4144,0.0,0.0,0.0,0.0
3.5,39.96116427,-106.21647441,2477.4144,0.0,0.0,0.0,0.0
