timestamp,latitude,longitude,altitude,height,ground_speed,vertical_speed,course
0.0,39.9611999,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.2000000000000454,39.96119993,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.3000000000000113,39.96119991,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.4000000000000341,39.9611999,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.5,39.96119989,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.6000000000000227,39.96119988,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
0.7000000000000455,39.96119987,-106.21639929,2477.4144,0.0,0.0,0.0,0.0
0.8000000000000114,39.96119987,-106.21639929,2477.4144,0.0,0.0,0.0,0.0
0.9000000000000341,39.96119987,-106.21639929,2477.4144,0.0,0.0,0.0,0.0
1.0,39.96119987,-106.21639929,2477.4144,0.0,0.0,0.0,0.0
1.1000000000000227,39.96119988,-106.21639928,2477.4144,0.0,0.0,0.0,0.0
1.2000000000000457,39.9611999,-106.21639923,2477.4144,0.0,0.0,0.0,0.0
1.3000000000000114,39.96119997,-106.21639908,2477.4144,0.0,0.0,-0.22352,45.0
1.400000000000034,39.96120011,-106.21639875,2477.4144,0.0,0.0,-0.312928,68.19859051364818
1.7000000000000457,39.96120054,-106.21639751,2477.4144,0.09144,0.357632,-0.312928,45.0
1.900000000000034,39.9612005,-106.21639699,2477.7192,0.21336,0.2682239999999999,-0.402336,0.0
2.0,39.96120042,-106.21639684,2477.7192,0.21336,0.0,-0.402336,0.0
2.1000000000000227,39.96120036,-106.21639677,2477.7192,0.3048,0.0,-0.402336,0.0
2.200000000000045,39.96120026,-106.21639677,2477.7192,0.3048,0.0,-0.402336,0.0
2.300000000000012,39.96120016,-106.21639682,2477.7192,0.3048,0.0,-0.312928,0.0
2.400000000000034,39.96120007,-106.21639692,2477.7192,0.39624,0.0,-0.312928,0.0
2.5,39.96120002,-106.216397,2477.7192,0.39624,0.0,-0.402336,0.0
2.6000000000000227,39.96119995,-106.21639709,2477.7192,0.39624,0.0,-0.402336,0.0
2.700000000000045,39.96119988,-106.21639716,2478.0240000000003,0.48768,0.0,-0.402336,0.0
2.800000000000012,39.96119984,-106.21639721,2478.0240000000003,0.6096,0.0,-0.491744,0.0
2.900000000000034,39.96119984,-106.21639725,2478.0240000000003,0.6096,0.0,-0.491744,0.0
3.1000000000000227,39.96119987,-106.21639738,2478.0240000000003,0.70104,0.0,-0.491744,0.0
3.200000000000045,39.96119989,-106.21639745,2478.3288,0.7924800000000001,0.0,-0.491744,0.0
3.300000000000012,39.96119989,-106.2163975,2478.3288,0.7924800000000001,0.0,-0.491744,0.0
3.400000000000034,39.9611999,-106.21639755,2478.3288,0.9144,0.0,-0.491744,0.0
3.5,39.96119989,-106.21639759,2478.3288,0.9144,0.0,-0.491744,0.0
3.6000000000000227,39.96119993,-106.21639765,2478.3288,1.00584,0.0,-0.402336,0.0
3.7000000000000455,39.9612,-106.21639771,2478.3288,1.00584,0.0,-0.491744,0.0
3.8000000000000114,39.96120006,-106.21639775,2478.6336,1.09728,0.0,-0.491744,0.0
3.900000000000034,39.96120011,-106.21639776,2478.6336,1.09728,0.0,-0.491744,0.0
4.0,39.96120014,-106.21639774,2478.6336,1.18872,0.0,-0.491744,0.0
4.2000000000000455,39.96120016,-106.21639758,2478.6336,1.31064,0.0,-0.491744,0.0
4.300000000000011,39.96120017,-106.21639747,2478.9384,1.40208,0.0,-0.491744,0.0
4.400000000000034,39.96120017,-106.21639735,2478.9384,1.40208,0.0,-0.402336,0.0
4.5,39.96120018,-106.21639728,2478.9384,1.4935200000000002,0.0,-0.402336,0.0
4.7000000000000455,39.96120016,-106.21639713,2478.9384,1.58496,0.0,-0.402336,0.0
4.800000000000011,39.96120017,-106.21639705,2478.9384,1.58496,0.0,-0.402336,0.0
4.900000000000034,39.96120021,-106.21639697,2479.2432000000003,1.70688,0.0,-0.402336,0.0
5.0,39.96120024,-106.21639692,2479.2432000000003,1.70688,0.0,-0.402336,0.0
5.100000000000023,39.96120025,-106.2163969,2479.2432000000003,1.79832,0.0,-0.402336,0.0
5.300000000000011,39.96120019,-106.21639691,2479.2432000000003,1.88976,0.0,-0.402336,0.0
5.400000000000034,39.96120014,-106.21639689,2479.2432000000003,1.88976,0.0,-0.491744,0.0
5.5,39.9612001,-106.21639684,2479.548,2.01168,0.0,-0.402336,0.0
5.600000000000023,39.96120006,-106.21639682,2479.548,2.01168,0.0,-0.402336,0.0
5.7000000000000455,39.96120003,-106.21639682,2479.548,2.10312,0.0,-0.402336,0.0
5.800000000000011,39.96119999,-106.21639683,2479.548,2.10312,0.0,-0.491744,0.0
5.900000000000034,39.96119994,-106.21639684,2479.548,2.19456,0.0,-0.491744,0.0
6.0,39.96119989,-106.21639686,2479.548,2.19456,0.0,-0.402336,0.0
6.100000000000023,39.96119986,-106.21639687,2479.8528,2.286,0.0,-0.402336,0.0
6.2000000000000455,39.96119983,-106.21639687,2479.8528,2.286,0.0,-0.402336,0.0
6.400000000000034,39.96119979,-106.21639685,2479.8528,2.4079200000000003,0.0,-0.491744,0.0
6.5,39.96119978,-106.21639685,2479.8528,2.49936,0.0,-0.491744,0.0
6.600000000000023,39.96119976,-106.21639688,2479.8528,2.49936,0.0,-0.491744,0.0
6.7000000000000455,39.96119974,-106.21639691,2480.1576,2.5908,0.0,-0.491744,0.0
6.900000000000034,39.96119972,-106.21639692,2480.1576,2.7127200000000005,0.0,-0.402336,0.0
7.0,39.96119973,-106.21639689,2480.1576,2.7127200000000005,0.0,-0.491744,0.0
7.2000000000000455,39.96119976,-106.21639682,2480.1576,2.80416,0.0,-0.491744,0.0
7.300000000000011,39.9611998,-106.21639683,2480.4624000000003,2.8956,0.0,-0.491744,0.0
7.400000000000034,39.9611998,-106.21639683,2480.4624000000003,2.8956,0.0,-0.491744,0.0
7.5,39.96119978,-106.21639682,2480.4624000000003,2.9870400000000004,0.0,-0.491744,0.0
7.600000000000023,39.96119976,-106.21639681,2480.4624000000003,2.9870400000000004,0.0,-0.491744,0.0
7.700000000000045,39.96119977,-106.21639681,2480.4624000000003,3.10896,0.0,-0.491744,0.0
7.800000000000011,39.96119978,-106.21639678,2480.4624000000003,3.10896,0.0,-0.491744,0.0
7.900000000000034,39.96119978,-106.21639674,2480.7672,3.2004,0.0,-0.402336,0.0
8.100000000000023,39.96119974,-106.21639667,2480.7672,3.2918400000000005,0.0,-0.402336,0.0
8.200000000000045,39.96119971,-106.21639664,2480.7672,3.2918400000000005,0.0,-0.402336,0.0
8.300000000000011,39.9611997,-106.2163966,2480.7672,3.41376,0.0,-0.491744,0.0
8.5,39.96119966,-106.21639654,2481.072,3.5052000000000003,0.0,-0.402336,0.0
8.600000000000023,39.96119963,-106.21639653,2481.072,3.5052000000000003,0.0,-0.402336,0.0
8.700000000000045,39.96119959,-106.21639652,2481.072,3.5966400000000003,0.0,-0.402336,0.0
8.800000000000011,39.96119956,-106.2163965,2481.072,3.5966400000000003,0.0,-0.491744,0.0
9.0,39.96119955,-106.21639647,2481.072,3.68808,0.0,-0.402336,0.0
9.100000000000025,39.96119956,-106.21639647,2481.3768,3.81,0.0,-0.491744,0.0
